"pin","year","class","township_code","case_no","hearing_type","subkey","appeal_type","status","mailed_bldg","mailed_land","mailed_tot","certified_bldg","certified_land","certified_tot","change","reason_code1","reason_desc1","reason_code2","reason_desc2","reason_code3","reason_desc3","agent_code","agent_name","row_id"
"04274240160000","2003","208","25","210","Current year appeal","1","residential",,"74503","8591","83094","66977","8591","75568","change","2","This is the result of an analysis of comparable properties. The decrease includes an update of your property's characteristics.",,,,,,,"042742401600002003210A1"
"04274250160000","2003","208","25","193","Current year appeal","1","residential",,"68649","9544","78193","68649","9544","78193","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"042742501600002003193A1"
"04274250230000","2003","208","25","201","Current year appeal","1","residential",,"67375","8673","76048","67375","8673","76048","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"042742502300002003201A1"
"04281010120000","2003","593","25","828","Current year appeal","1","commercial",,"497294","167742","665036","497294","167742","665036","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"042810101200002003828A1"
"04281010150000","2003","593","25","9000808","Current year appeal","1","commercial",,"259166","89481","348647","51830","89481","141311","change","7","This is the result of the total vacancy of your property.",,,,,,,"0428101015000020039000808A1"
"04281010160000","2003","593","25","9000808","Current year appeal","1","commercial",,"198846","51887","250733","39764","51887","91651","change","7","This is the result of the total vacancy of your property.",,,,,,,"0428101016000020039000808A1"
"04281010170000","2003","593","25","9000808","Current year appeal","1","commercial",,"153766","57373","211139","30751","57373","88124","change","7","This is the result of the total vacancy of your property.",,,,,,,"0428101017000020039000808A1"
"04281020200000","2003","278","25","740","Current year appeal","1","residential",,"60361","9974","70335","60361","9974","70335","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"042810202000002003740A1"
"04281020230000","2003","278","25","97","Current year appeal","1","residential",,"34752","10432","45184","34752","10432","45184","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"04281020230000200397A1"
"04281020290000","2003","234","25","811","Current year appeal","1","residential",,"24991","10103","35094","23113","10103","33216","change","1","This is the result of an analysis of comparable properties.",,,,,,,"042810202900002003811A1"
"04281020500000","2003","278","25","294","Current year appeal","1","residential",,"45316","10240","55556","45316","10240","55556","no change","27","This is due to an analysis of the sale of the property.",,,,,,,"042810205000002003294A1"
"04281030130000","2003","278","25","846","Current year appeal","1","residential",,"44276","12055","56331","39872","12055","51927","change","1","This is the result of an analysis of comparable properties.",,,,,,,"042810301300002003846A1"
"04281030170000","2003","278","25","6000156","Current year appeal","1","residential",,"50075","11151","61226","50075","11151","61226","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"0428103017000020036000156A1"
"04281040230000","2003","295","25","643","Current year appeal","1","residential",,"33764","6294","40058","33764","6294","40058","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"042810402300002003643A1"
"04281040280000","2003","295","25","489","Current year appeal","1","residential",,"33061","4892","37953","30219","4892","35111","change","16","This is due to your property's uniformity with comparable properties.","1","This is the result of an analysis of comparable properties.",,,,,"042810402800002003489A1"
"04281050620000","2003","295","25","385","Current year appeal","1","residential",,"34636","4712","39348","33035","4712","37747","change","1","This is the result of an analysis of comparable properties.",,,,,,,"042810506200002003385A1"
"04281050660000","2003","295","25","551","Current year appeal","1","residential",,"33264","7284","40548","33264","7284","40548","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"042810506600002003551A1"
"04281060040000","2003","278","25","286","Current year appeal","1","residential",,"57186","10926","68112","54723","10926","65649","change","1","This is the result of an analysis of comparable properties.",,,,,,,"042810600400002003286A1"
"04281070070000","2003","278","25","330","Current year appeal","1","residential",,"47711","10910","58621","47711","10910","58621","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"042810700700002003330A1"
"04283010500000","2003","234","25","564","Current year appeal","1","residential",,"23691","7326","31017","23691","7326","31017","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"042830105000002003564A1"
"04283010660000","2003","234","25","86","Current year appeal","1","residential",,"24598","5760","30358","21433","5760","27193","change","1","This is the result of an analysis of comparable properties.",,,,,,,"04283010660000200386A1"
"04283011370000","2003","314","25","436","Current year appeal","1","commercial",,"558575","498972","1057547","395700","498972","894672","change","11","This is the result of an income, market or cost analysis.","22","This is due to income, market or cost analysis supporting the assessment.",,,,,"042830113700002003436A1"
"04283020120000","2003","278","25","687","Current year appeal","1","residential",,"42301","8640","50941","42301","8640","50941","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"042830201200002003687A1"
"04284010010000","2003","100","25","148","Current year appeal","1","residential",,"12293","10147","22440","0","13952","13952","change","12","This is the result of a change in classification.",,,,,,,"042840100100002003148A1"
"04284010370000","2003","597","25","817","Current year appeal","1","commercial",,"100447","195505","295952","100447","195505","295952","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"042840103700002003817A1"
"04284010420000","2003","597","25","814","Current year appeal","1","commercial",,"2763124","139604","2902728","2763124","139604","2902728","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"042840104200002003814A1"
"04284060030000","2003","208","25","434","Current year appeal","1","residential",,"68472","7375","75847","61940","7375","69315","change","2","This is the result of an analysis of comparable properties. The decrease includes an update of your property's characteristics.",,,,,,,"042840600300002003434A1"
"04284060070000","2003","278","25","197","Current year appeal","1","residential",,"71364","7365","78729","59576","7365","66941","change","2","This is the result of an analysis of comparable properties. The decrease includes an update of your property's characteristics.",,,,,,,"042840600700002003197A1"
"04284060150000","2003","278","25","827","Current year appeal","1","residential",,"17747","7301","25048","17747","7301","25048","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"042840601500002003827A1"
"04284060190000","2003","204","25","144","Current year appeal","1","residential",,"37671","7680","45351","37671","7680","45351","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"042840601900002003144A1"
"04284070050000","2003","278","25","827","Current year appeal","1","residential",,"24118","7680","31798","24118","7680","31798","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"042840700500002003827A1"
"04284070080000","2003","278","25","827","Current year appeal","1","residential",,"33468","8640","42108","33468","8640","42108","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"042840700800002003827A1"
"04284070100000","2003","278","25","223","Current year appeal","1","residential",,"49656","8640","58296","49656","8640","58296","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"042840701000002003223A1"
"04284070120000","2003","278","25","688","Current year appeal","1","residential",,"69578","7732","77310","62253","7732","69985","change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.","1","This is the result of an analysis of comparable properties.",,,,,"042840701200002003688A1"
"04284070140000","2003","208","25","227","Current year appeal","1","residential",,"61346","8640","69986","61346","8640","69986","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"042840701400002003227A1"
"04284080010000","2003","278","25","827","Current year appeal","1","residential",,"24629","8640","33269","24629","8640","33269","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"042840800100002003827A1"
"04284080020000","2003","208","25","542","Current year appeal","1","residential",,"71158","9294","80452","71158","9294","80452","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"042840800200002003542A1"
