activity_year,census_tract,group,applications,denials,originations,orig_dollars
2022,17031836400,Other / Joint,2,2,0,0.0
2022,17031836400,Race not available,18,4,14,23010000.0
2022,17031836400,White (non-Hispanic),9,1,8,2600000.0
2022,17031836500,Asian,1,0,1,305000.0
2022,17031836500,Black,11,2,9,4395000.0
2022,17031836500,Latino/Hispanic,2,0,2,1030000.0
2022,17031836500,Race not available,7,3,4,1900000.0
2022,17031836600,Asian,1,0,0,0.0
2022,17031836600,Black,7,3,4,1240000.0
2022,17031836600,Latino/Hispanic,21,4,16,3820000.0
2022,17031836600,Other / Joint,2,1,1,465000.0
2022,17031836600,Race not available,10,2,8,2710000.0
2022,17031836600,White (non-Hispanic),10,2,8,2610000.0
2022,17031836700,Black,6,4,2,280000.0
2022,17031836700,Latino/Hispanic,12,6,6,1640000.0
2022,17031836700,Race not available,2,2,0,0.0
2022,17031836700,White (non-Hispanic),6,0,6,1960000.0
2022,17031836800,Asian,1,0,1,305000.0
2022,17031836800,Black,13,6,6,1510000.0
2022,17031836800,Latino/Hispanic,13,3,10,3060000.0
2022,17031836800,Other / Joint,2,0,1,135000.0
2022,17031836800,Race not available,13,3,9,26165000.0
2022,17031836800,White (non-Hispanic),14,7,7,1675000.0
2022,17031836900,Black,7,3,4,640000.0
2022,17031836900,Latino/Hispanic,8,3,5,1195000.0
2022,17031836900,Other / Joint,3,1,2,250000.0
2022,17031836900,Race not available,3,2,1,485000.0
2022,17031836900,White (non-Hispanic),5,0,5,1375000.0
2022,17031837000,Black,14,3,11,3155000.0
2022,17031837000,Latino/Hispanic,6,2,4,880000.0
2022,17031837000,Race not available,7,2,4,1920000.0
2022,17031837000,White (non-Hispanic),9,2,7,2225000.0
2022,17031837100,Asian,3,0,3,885000.0
2022,17031837100,Black,13,5,8,1760000.0
2022,17031837100,Latino/Hispanic,10,3,6,1140000.0
2022,17031837100,Race not available,8,3,5,1215000.0
2022,17031837100,White (non-Hispanic),4,1,3,485000.0
2022,17031837300,Asian,3,1,2,780000.0
2022,17031837300,Black,33,17,14,3370000.0
2022,17031837300,Latino/Hispanic,11,3,8,2660000.0
2022,17031837300,Other / Joint,1,0,1,565000.0
2022,17031837300,Race not available,25,15,9,2155000.0
2022,17031837300,White (non-Hispanic),1,0,1,145000.0
2022,17031837400,Asian,3,1,2,510000.0
2022,17031837400,Black,20,10,10,2210000.0
2022,17031837400,Latino/Hispanic,7,3,4,1350000.0
2022,17031837400,Other / Joint,1,0,1,285000.0
2022,17031837400,Race not available,14,3,10,4010000.0
2022,17031837400,White (non-Hispanic),11,3,8,2960000.0
2022,17031837800,Asian,5,0,4,1300000.0
2022,17031837800,Black,10,4,6,1960000.0
2022,17031837800,Latino/Hispanic,9,0,9,1735000.0
2022,17031837800,Other / Joint,3,0,1,25000.0
2022,17031837800,Race not available,13,7,5,2445000.0
2022,17031837800,White (non-Hispanic),15,2,13,4255000.0
2022,17031838000,Asian,6,0,6,1770000.0
2022,17031838000,Black,13,1,10,3230000.0
2022,17031838000,Latino/Hispanic,9,0,9,2555000.0
2022,17031838000,Other / Joint,3,0,3,1145000.0
2022,17031838000,Race not available,14,1,13,3965000.0
2022,17031838000,White (non-Hispanic),23,4,19,5515000.0
2022,17031838100,Asian,7,1,6,1210000.0
2022,17031838100,Black,5,3,2,460000.0
2022,17031838100,Latino/Hispanic,5,0,5,1375000.0
2022,17031838100,Race not available,7,1,5,8855000.0
2022,17031838100,White (non-Hispanic),22,6,16,3670000.0
2022,17031838200,Asian,2,0,1,455000.0
2022,17031838200,Black,3,0,3,1975000.0
2022,17031838200,Other / Joint,1,0,1,105000.0
2022,17031838200,Race not available,10,4,6,2910000.0
2022,17031838200,White (non-Hispanic),8,2,6,2720000.0
2022,17031838300,Asian,2,0,2,540000.0
2022,17031838300,Black,1,0,1,265000.0
2022,17031838300,Latino/Hispanic,3,1,2,370000.0
2022,17031838300,Other / Joint,4,0,4,1690000.0
2022,17031838300,Race not available,6,1,5,3285000.0
2022,17031838300,White (non-Hispanic),22,1,21,7345000.0
2022,17031838600,Black,3,1,2,380000.0
2022,17031838600,Race not available,5,2,3,2265000.0
2022,17031838600,White (non-Hispanic),6,2,4,1810000.0
2022,17031838700,Asian,1,0,1,275000.0
2022,17031838700,Black,28,11,16,3350000.0
2022,17031838700,Latino/Hispanic,4,0,3,745000.0
2022,17031838700,Other / Joint,3,2,1,405000.0
2022,17031838700,Race not available,14,3,8,2260000.0
2022,17031838700,White (non-Hispanic),5,2,3,1115000.0
2022,17031838800,Black,13,4,8,1250000.0
2022,17031838800,Latino/Hispanic,10,4,5,585000.0
2022,17031838800,Race not available,3,0,2,230000.0
2022,17031838800,White (non-Hispanic),2,1,1,65000.0
2022,17031839000,Asian,37,4,33,7345000.0
2022,17031839000,Black,33,2,30,6820000.0
2022,17031839000,Latino/Hispanic,20,3,17,3255000.0
2022,17031839000,Other / Joint,8,0,8,1690000.0
2022,17031839000,Race not available,43,5,37,9055000.0
2022,17031839000,White (non-Hispanic),93,15,77,19315000.0
2022,17031839100,Asian,38,8,30,8030000.0
2022,17031839100,Black,17,6,10,2320000.0
2022,17031839100,Latino/Hispanic,15,2,13,3005000.0
2022,17031839100,Other / Joint,5,2,3,495000.0
2022,17031839100,Race not available,30,10,20,13810000.0
2022,17031839100,White (non-Hispanic),72,7,59,17215000.0
2022,17031839200,Asian,8,1,7,1315000.0
2022,17031839200,Black,32,12,20,2760000.0
2022,17031839200,Latino/Hispanic,5,1,2,400000.0
2022,17031839200,Other / Joint,1,0,1,105000.0
2022,17031839200,Race not available,15,9,6,790000.0
2022,17031839200,White (non-Hispanic),5,1,3,415000.0
2022,17031839500,Black,29,6,22,7750000.0
2022,17031839500,Latino/Hispanic,4,0,4,2650000.0
2022,17031839500,Race not available,7,3,3,1185000.0
2022,17031839500,White (non-Hispanic),2,1,1,335000.0
2022,17031839600,Black,42,17,25,8295000.0
2022,17031839600,Latino/Hispanic,2,0,2,350000.0
2022,17031839600,Other / Joint,3,1,2,1260000.0
2022,17031839600,Race not available,20,6,14,3660000.0
2022,17031839600,White (non-Hispanic),4,1,2,320000.0
2022,17031839700,Asian,24,4,20,7290000.0
2022,17031839700,Black,3,0,3,1455000.0
2022,17031839700,Latino/Hispanic,9,2,6,1820000.0
2022,17031839700,Other / Joint,1,0,1,525000.0
2022,17031839700,Race not available,13,2,11,4705000.0
2022,17031839700,White (non-Hispanic),27,5,21,7315000.0
2022,17031839800,Asian,10,1,9,1855000.0
2022,17031839800,Latino/Hispanic,3,1,2,770000.0
2022,17031839800,Race not available,6,0,5,17205000.0
2022,17031839800,White (non-Hispanic),10,6,4,960000.0
2022,17031839900,Asian,29,2,27,8865000.0
2022,17031839900,Black,1,0,1,415000.0
2022,17031839900,Latino/Hispanic,12,2,10,2990000.0
2022,17031839900,Other / Joint,1,0,1,355000.0
2022,17031839900,Race not available,12,2,10,3360000.0
2022,17031839900,White (non-Hispanic),35,8,27,9885000.0
2022,17031840000,Asian,16,0,15,5865000.0
2022,17031840000,Black,2,0,2,990000.0
2022,17031840000,Latino/Hispanic,4,1,3,885000.0
2022,17031840000,Other / Joint,1,0,1,595000.0
2022,17031840000,Race not available,7,2,5,2215000.0
2022,17031840000,White (non-Hispanic),16,1,15,5155000.0
2022,17031840100,Asian,29,4,25,7535000.0
2022,17031840100,Black,1,1,0,0.0
2022,17031840100,Other / Joint,1,0,1,245000.0
2022,17031840100,Race not available,1,0,1,205000.0
2022,17031840100,White (non-Hispanic),3,0,3,725000.0
2022,17031840200,Asian,18,3,15,3495000.0
2022,17031840200,Latino/Hispanic,2,0,2,720000.0
2022,17031840200,Other / Joint,1,0,1,305000.0
2022,17031840200,Race not available,5,0,5,6565000.0
2022,17031840200,White (non-Hispanic),7,2,5,1445000.0
2022,17031840300,Asian,31,6,22,5440000.0
2022,17031840300,Latino/Hispanic,16,5,11,2545000.0
2022,17031840300,Other / Joint,2,0,2,630000.0
2022,17031840300,Race not available,18,3,14,4910000.0
2022,17031840300,White (non-Hispanic),7,1,6,1540000.0
2022,17031840400,Asian,53,9,44,7920000.0
2022,17031840400,Black,2,0,0,0.0
2022,17031840400,Latino/Hispanic,14,6,7,1185000.0
2022,17031840400,Other / Joint,1,0,1,225000.0
2022,17031840400,Race not available,8,2,6,2390000.0
2022,17031840400,White (non-Hispanic),3,1,1,435000.0
2022,17031840700,Latino/Hispanic,14,6,7,1255000.0
2022,17031840700,Other / Joint,1,0,1,495000.0
2022,17031840700,Race not available,12,3,9,4645000.0
2022,17031840700,White (non-Hispanic),1,1,0,0.0
2022,17031840800,Latino/Hispanic,25,9,14,2480000.0
2022,17031840800,Race not available,5,2,2,770000.0
2022,17031840800,White (non-Hispanic),2,0,2,510000.0
2022,17031841000,Asian,3,1,2,370000.0
2022,17031841000,Black,27,5,21,7175000.0
2022,17031841000,Latino/Hispanic,5,1,4,1330000.0
2022,17031841000,Other / Joint,2,0,2,540000.0
2022,17031841000,Race not available,11,2,7,2555000.0
2022,17031841000,White (non-Hispanic),12,2,10,3420000.0
2022,17031841100,Asian,41,9,32,7360000.0
2022,17031841100,Black,2,1,1,135000.0
2022,17031841100,Latino/Hispanic,2,1,1,245000.0
2022,17031841100,Race not available,11,2,9,9065000.0
2022,17031841100,White (non-Hispanic),4,1,3,505000.0
2022,17031841200,Asian,2,1,1,355000.0
2022,17031841200,Latino/Hispanic,30,10,19,7685000.0
2022,17031841200,Race not available,15,2,12,10350000.0
2022,17031841200,White (non-Hispanic),12,2,10,3630000.0
2022,17031841300,Asian,3,0,3,1075000.0
2022,17031841300,Black,2,1,1,365000.0
2022,17031841300,Latino/Hispanic,33,15,17,4425000.0
2022,17031841300,Other / Joint,2,0,2,780000.0
2022,17031841300,Race not available,7,1,6,3470000.0
2022,17031841300,White (non-Hispanic),21,2,19,4735000.0
2022,17031841500,Black,15,6,9,2675000.0
2022,17031841500,Latino/Hispanic,4,1,2,270000.0
2022,17031841500,Other / Joint,1,1,0,0.0
2022,17031841500,Race not available,10,2,8,2370000.0
2022,17031841500,White (non-Hispanic),5,1,4,990000.0
2022,17031841700,Black,5,4,1,245000.0
2022,17031841700,Latino/Hispanic,8,1,6,1360000.0
2022,17031841700,Race not available,4,0,4,6000000.0
2022,17031841700,White (non-Hispanic),2,0,2,200000.0
2022,17031841800,Asian,1,0,1,145000.0
2022,17031841800,Black,38,14,23,4405000.0
2022,17031841800,Latino/Hispanic,3,3,0,0.0
2022,17031841800,Race not available,20,5,14,2820000.0
2022,17031841800,White (non-Hispanic),1,0,1,145000.0
2022,17031841900,Asian,27,5,22,6980000.0
2022,17031841900,Black,26,7,19,6005000.0
2022,17031841900,Latino/Hispanic,23,3,19,4015000.0
2022,17031841900,Other / Joint,6,1,5,1905000.0
2022,17031841900,Race not available,39,12,26,7800000.0
2022,17031841900,White (non-Hispanic),51,6,44,11260000.0
2022,17031842000,Asian,7,1,6,1530000.0
2022,17031842000,Black,17,0,17,6015000.0
2022,17031842000,Latino/Hispanic,1,0,1,285000.0
2022,17031842000,Other / Joint,1,0,1,275000.0
2022,17031842000,Race not available,4,1,3,3115000.0
2022,17031842000,White (non-Hispanic),7,1,6,1480000.0
2022,17031842100,Black,19,14,5,745000.0
2022,17031842100,Latino/Hispanic,54,20,34,7050000.0
2022,17031842100,Other / Joint,2,1,1,375000.0
2022,17031842100,Race not available,20,10,10,1440000.0
2022,17031842100,White (non-Hispanic),15,6,6,1390000.0
2022,17031842200,Asian,19,2,15,6945000.0
2022,17031842200,Black,7,0,7,2905000.0
2022,17031842200,Latino/Hispanic,7,3,4,1440000.0
2022,17031842200,Other / Joint,6,0,6,2780000.0
2022,17031842200,Race not available,26,2,24,14200000.0
2022,17031842200,White (non-Hispanic),77,7,67,25725000.0
2022,17031842300,Asian,9,1,8,3690000.0
2022,17031842300,Black,4,1,3,1565000.0
2022,17031842300,Latino/Hispanic,13,2,10,4990000.0
2022,17031842300,Other / Joint,5,1,4,1950000.0
2022,17031842300,Race not available,23,3,20,14410000.0
2022,17031842300,White (non-Hispanic),74,9,64,32610000.0
2022,17031842400,Black,71,31,36,5750000.0
2022,17031842400,Latino/Hispanic,9,7,2,390000.0
2022,17031842400,Other / Joint,1,0,1,275000.0
2022,17031842400,Race not available,24,9,13,3025000.0
2022,17031842400,White (non-Hispanic),4,1,3,415000.0
2022,17031842500,Asian,2,1,1,245000.0
2022,17031842500,Black,3,1,2,460000.0
2022,17031842500,Latino/Hispanic,2,2,0,0.0
2022,17031842500,Race not available,1,0,1,345000.0
2022,17031842600,Asian,13,2,11,2525000.0
2022,17031842600,Black,1,1,0,0.0
2022,17031842600,Latino/Hispanic,24,10,14,3580000.0
2022,17031842600,Race not available,11,4,5,1345000.0
2022,17031842600,White (non-Hispanic),36,11,24,5250000.0
2022,17031842800,Asian,5,1,4,1230000.0
2022,17031842800,Black,1,0,1,485000.0
2022,17031842800,Latino/Hispanic,56,14,38,7420000.0
2022,17031842800,Race not available,11,3,7,1715000.0
2022,17031842800,White (non-Hispanic),3,2,1,235000.0
2022,17031842900,Asian,1,0,1,185000.0
2022,17031842900,Black,1,0,1,185000.0
2022,17031842900,Latino/Hispanic,11,3,8,1500000.0
2022,17031842900,Race not available,5,0,5,18555000.0
2022,17031842900,White (non-Hispanic),3,1,1,175000.0
2022,17031843000,Black,21,13,8,2070000.0
2022,17031843000,Latino/Hispanic,3,0,3,485000.0
2022,17031843000,Race not available,9,5,4,1810000.0
2022,17031843000,White (non-Hispanic),1,0,1,595000.0
2022,17031843100,Black,10,7,3,1335000.0
2022,17031843100,Latino/Hispanic,5,1,4,1070000.0
2022,17031843100,Race not available,10,4,6,2380000.0
2022,17031843100,White (non-Hispanic),4,1,3,1495000.0
2022,17031843200,Asian,2,0,2,890000.0
2022,17031843200,Black,2,0,2,1070000.0
2022,17031843200,Latino/Hispanic,11,2,9,2445000.0
2022,17031843200,Race not available,9,2,7,3015000.0
2022,17031843200,White (non-Hispanic),5,1,4,1540000.0
2022,17031843300,Black,5,2,3,965000.0
2022,17031843300,Latino/Hispanic,7,2,5,1425000.0
2022,17031843300,Race not available,3,1,2,1560000.0
2022,17031843400,Black,10,5,5,1045000.0
2022,17031843400,Latino/Hispanic,9,1,7,925000.0
2022,17031843400,Other / Joint,1,0,1,155000.0
2022,17031843400,Race not available,5,5,0,0.0
2022,17031843400,White (non-Hispanic),1,0,1,175000.0
2022,17031843500,Latino/Hispanic,5,3,2,490000.0
2022,17031843500,Race not available,2,0,2,1080000.0
2022,17031843600,Asian,2,2,0,0.0
2022,17031843600,Black,41,14,27,9445000.0
2022,17031843600,Latino/Hispanic,3,1,2,630000.0
2022,17031843600,Race not available,20,9,10,3950000.0
2022,17031843600,White (non-Hispanic),1,0,1,65000.0
2022,17031843700,Asian,8,1,7,3435000.0
2022,17031843700,Black,4,3,1,455000.0
2022,17031843700,Latino/Hispanic,4,1,3,1065000.0
2022,17031843700,Other / Joint,3,0,2,1380000.0
2022,17031843700,Race not available,10,3,7,9275000.0
2022,17031843700,White (non-Hispanic),64,8,54,24550000.0
2022,17031843800,Asian,7,1,5,1005000.0
2022,17031843800,Black,13,5,7,1175000.0
2022,17031843800,Latino/Hispanic,12,3,9,1185000.0
2022,17031843800,Race not available,5,2,3,415000.0
2022,17031843800,White (non-Hispanic),7,5,2,420000.0
2022,17031843900,Asian,1,0,1,85000.0
2022,17031843900,Black,32,10,19,3515000.0
2022,17031843900,Latino/Hispanic,10,4,6,1200000.0
2022,17031843900,Other / Joint,1,1,0,0.0
2022,17031843900,Race not available,19,9,10,3160000.0
2022,17031843900,White (non-Hispanic),3,3,0,0.0
2022,17031844600,Black,12,4,7,2765000.0
2022,17031844600,Latino/Hispanic,2,0,2,740000.0
2022,17031844600,Race not available,3,0,3,4255000.0
2022,17031844700,Black,15,8,6,1580000.0
2022,17031844700,Latino/Hispanic,16,6,9,1785000.0
2022,17031844700,Race not available,8,4,4,940000.0
2022,17031844700,White (non-Hispanic),7,4,3,1045000.0
2023,17031010100,Asian,4,1,3,595000.0
2023,17031010100,Black,5,1,3,905000.0
2023,17031010100,Latino/Hispanic,11,4,7,975000.0
2023,17031010100,Other / Joint,2,1,1,405000.0
2023,17031010100,Race not available,13,0,13,19645000.0
2023,17031010100,White (non-Hispanic),29,6,21,4245000.0
2023,17031010201,Asian,4,2,2,250000.0
2023,17031010201,Black,18,7,10,2270000.0
2023,17031010201,Latino/Hispanic,16,5,9,1275000.0
2023,17031010201,Race not available,19,5,11,7315000.0
2023,17031010201,White (non-Hispanic),47,12,35,7715000.0
2023,17031010202,Asian,2,1,1,115000.0
2023,17031010202,Latino/Hispanic,3,0,3,515000.0
2023,17031010202,Race not available,9,0,9,38215000.0
2023,17031010202,White (non-Hispanic),16,3,13,3515000.0
2023,17031010300,Asian,2,0,2,350000.0
2023,17031010300,Black,9,3,5,805000.0
2023,17031010300,Latino/Hispanic,9,1,8,1150000.0
2023,17031010300,Race not available,18,7,11,9505000.0
2023,17031010300,White (non-Hispanic),36,5,30,5920000.0
2023,17031010400,Asian,1,0,1,755000.0
2023,17031010400,Black,2,2,0,0.0
2023,17031010400,Latino/Hispanic,1,0,1,45000.0
2023,17031010400,Other / Joint,3,1,2,740000.0
2023,17031010400,Race not available,6,0,6,8000000.0
2023,17031010400,White (non-Hispanic),26,6,19,4475000.0
2023,17031010501,Asian,3,1,2,450000.0
2023,17031010501,Black,2,1,1,325000.0
2023,17031010501,Latino/Hispanic,8,3,5,945000.0
2023,17031010501,Other / Joint,2,0,2,410000.0
2023,17031010501,Race not available,9,2,7,2585000.0
2023,17031010501,White (non-Hispanic),26,5,20,4020000.0
2023,17031010502,Asian,4,0,4,800000.0
2023,17031010502,Black,3,0,3,295000.0
2023,17031010502,Latino/Hispanic,1,0,1,155000.0
2023,17031010502,Other / Joint,3,0,3,735000.0
2023,17031010502,Race not available,7,1,6,6950000.0
2023,17031010502,White (non-Hispanic),18,3,15,3735000.0
2023,17031010503,Race not available,5,0,4,4990000.0
2023,17031010503,White (non-Hispanic),9,1,7,2765000.0
2023,17031010600,Asian,5,0,5,655000.0
2023,17031010600,Black,6,2,4,880000.0
2023,17031010600,Latino/Hispanic,12,2,10,1790000.0
2023,17031010600,Other / Joint,1,0,1,155000.0
2023,17031010600,Race not available,13,2,11,28465000.0
2023,17031010600,White (non-Hispanic),58,9,49,10765000.0
2023,17031010701,Asian,2,2,0,0.0
2023,17031010701,Black,5,1,4,870000.0
2023,17031010701,Latino/Hispanic,5,1,4,840000.0
2023,17031010701,Other / Joint,5,1,4,810000.0
2023,17031010701,Race not available,8,1,7,2015000.0
2023,17031010701,White (non-Hispanic),21,3,18,3960000.0
2023,17031010702,Asian,3,0,3,525000.0
2023,17031010702,Black,7,2,4,970000.0
2023,17031010702,Latino/Hispanic,5,2,3,495000.0
2023,17031010702,Other / Joint,1,0,1,115000.0
2023,17031010702,Race not available,9,2,6,6570000.0
2023,17031010702,White (non-Hispanic),24,1,23,4145000.0
2023,17031020100,Asian,8,3,5,1915000.0
2023,17031020100,Black,9,2,7,1885000.0
2023,17031020100,Latino/Hispanic,5,1,4,670000.0
2023,17031020100,Other / Joint,1,1,0,0.0
2023,17031020100,Race not available,16,6,10,6340000.0
2023,17031020100,White (non-Hispanic),16,2,14,5310000.0
2023,17031020200,Asian,14,6,8,2400000.0
2023,17031020200,Black,3,1,2,710000.0
2023,17031020200,Latino/Hispanic,9,6,3,765000.0
2023,17031020200,Other / Joint,4,0,4,840000.0
2023,17031020200,Race not available,19,5,14,5200000.0
2023,17031020200,White (non-Hispanic),53,14,39,12175000.0
2023,17031020301,Asian,10,2,8,1390000.0
2023,17031020301,Black,3,2,1,185000.0
2023,17031020301,Latino/Hispanic,11,1,10,1610000.0
2023,17031020301,Other / Joint,2,0,2,480000.0
2023,17031020301,Race not available,15,2,10,5190000.0
2023,17031020301,White (non-Hispanic),54,8,44,11610000.0
2023,17031020302,Asian,8,1,7,1605000.0
2023,17031020302,Black,3,1,2,370000.0
2023,17031020302,Latino/Hispanic,2,1,0,0.0
2023,17031020302,Other / Joint,4,1,3,825000.0
2023,17031020302,Race not available,7,1,6,1770000.0
2023,17031020302,White (non-Hispanic),28,4,23,5165000.0
2023,17031020400,Asian,5,1,4,290000.0
2023,17031020400,Black,5,0,5,1485000.0
2023,17031020400,Latino/Hispanic,6,1,5,755000.0
2023,17031020400,Other / Joint,1,0,1,285000.0
2023,17031020400,Race not available,7,3,2,3430000.0
2023,17031020400,White (non-Hispanic),24,4,18,4560000.0
2023,17031020500,Asian,16,3,12,2730000.0
2023,17031020500,Black,10,6,4,870000.0
2023,17031020500,Latino/Hispanic,8,2,6,1910000.0
2023,17031020500,Other / Joint,2,0,2,260000.0
2023,17031020500,Race not available,7,0,7,4105000.0
2023,17031020500,White (non-Hispanic),12,0,12,1640000.0
2023,17031020601,Asian,11,2,7,2145000.0
2023,17031020601,Black,1,1,0,0.0
2023,17031020601,Latino/Hispanic,4,1,2,350000.0
2023,17031020601,Race not available,16,5,11,6035000.0
2023,17031020601,White (non-Hispanic),28,10,16,4780000.0
2023,17031020602,Asian,9,0,9,3605000.0
2023,17031020602,Black,3,0,3,965000.0
2023,17031020602,Latino/Hispanic,2,1,1,105000.0
2023,17031020602,Race not available,7,2,4,1940000.0
2023,17031020602,White (non-Hispanic),17,4,13,4055000.0
2023,17031020701,Asian,2,2,0,0.0
2023,17031020701,Black,1,0,1,305000.0
2023,17031020701,Latino/Hispanic,1,0,1,325000.0
2023,17031020701,Other / Joint,1,0,1,305000.0
2023,17031020701,Race not available,4,0,4,5270000.0
2023,17031020701,White (non-Hispanic),12,1,11,2985000.0
2023,17031020702,Asian,21,4,15,4635000.0
2023,17031020702,Black,2,0,2,670000.0
2023,17031020702,Latino/Hispanic,14,4,9,1625000.0
2023,17031020702,Other / Joint,1,0,1,275000.0
2023,17031020702,Race not available,19,4,14,5070000.0
2023,17031020702,White (non-Hispanic),21,8,13,2915000.0
2023,17031020801,Asian,7,1,5,1465000.0
2023,17031020801,Black,3,2,1,25000.0
2023,17031020801,Latino/Hispanic,12,7,5,1325000.0
2023,17031020801,Other / Joint,2,0,2,590000.0
2023,17031020801,Race not available,10,3,7,4995000.0
2023,17031020801,White (non-Hispanic),21,4,17,5335000.0
2023,17031020802,Asian,22,8,14,4250000.0
2023,17031020802,Black,7,3,4,560000.0
2023,17031020802,Latino/Hispanic,3,2,1,835000.0
2023,17031020802,Race not available,15,5,9,5575000.0
2023,17031020802,White (non-Hispanic),15,1,14,4540000.0
2023,17031020901,Asian,11,4,7,2565000.0
2023,17031020901,Black,10,3,6,1060000.0
2023,17031020901,Latino/Hispanic,13,3,9,1275000.0
2023,17031020901,Race not available,7,1,5,525000.0
2023,17031020901,White (non-Hispanic),15,1,13,2275000.0
2023,17031020902,Asian,10,3,7,815000.0
2023,17031020902,Black,8,4,4,680000.0
2023,17031020902,Latino/Hispanic,12,6,5,755000.0
2023,17031020902,Other / Joint,2,1,1,25000.0
2023,17031020902,Race not available,14,3,10,7200000.0
2023,17031020902,White (non-Hispanic),11,3,8,1380000.0
2023,17031030101,Asian,8,0,8,1630000.0
2023,17031030101,Black,11,3,8,1540000.0
2023,17031030101,Latino/Hispanic,9,2,7,895000.0
2023,17031030101,Race not available,13,1,12,6840000.0
2023,17031030101,White (non-Hispanic),34,9,23,4585000.0
2023,17031030102,Asian,9,0,9,1565000.0
2023,17031030102,Black,2,1,1,85000.0
2023,17031030102,Latino/Hispanic,4,2,2,460000.0
2023,17031030102,Race not available,7,1,6,34820000.0
2023,17031030102,White (non-Hispanic),26,5,20,4250000.0
2023,17031030103,Asian,4,2,2,320000.0
2023,17031030103,Black,1,0,1,155000.0
2023,17031030103,Latino/Hispanic,2,0,2,240000.0
2023,17031030103,Race not available,1,1,0,0.0
2023,17031030103,White (non-Hispanic),15,3,12,1680000.0
2023,17031030104,Asian,4,0,4,500000.0
2023,17031030104,Black,2,1,1,125000.0
2023,17031030104,Latino/Hispanic,8,6,2,200000.0
2023,17031030104,Other / Joint,1,1,0,0.0
2023,17031030104,Race not available,5,2,3,1545000.0
2023,17031030104,White (non-Hispanic),14,5,9,1255000.0
2023,17031030200,Asian,1,0,1,295000.0
2023,17031030200,Black,5,0,5,1305000.0
2023,17031030200,Latino/Hispanic,3,0,3,685000.0
2023,17031030200,Other / Joint,3,0,3,1195000.0
2023,17031030200,Race not available,16,4,11,7505000.0
2023,17031030200,White (non-Hispanic),70,9,59,16305000.0
2023,17031030300,Asian,1,0,1,235000.0
2023,17031030300,Black,3,0,3,905000.0
2023,17031030300,Latino/Hispanic,3,0,2,150000.0
2023,17031030300,Other / Joint,2,1,1,475000.0
2023,17031030300,Race not available,8,5,3,3885000.0
2023,17031030300,White (non-Hispanic),18,4,14,5150000.0
2023,17031030400,Asian,4,1,3,905000.0
2023,17031030400,Black,1,0,1,165000.0
2023,17031030400,Latino/Hispanic,4,2,2,320000.0
2023,17031030400,Other / Joint,2,0,2,1060000.0
2023,17031030400,Race not available,9,1,8,20090000.0
2023,17031030400,White (non-Hispanic),36,6,30,11850000.0
2023,17031030500,Asian,5,2,3,635000.0
2023,17031030500,Latino/Hispanic,9,2,7,2085000.0
2023,17031030500,Other / Joint,3,1,2,760000.0
2023,17031030500,Race not available,16,6,10,8840000.0
2023,17031030500,White (non-Hispanic),56,2,53,14975000.0
2023,17031030601,Asian,3,0,3,585000.0
2023,17031030601,Black,1,0,1,175000.0
2023,17031030601,Latino/Hispanic,4,1,3,675000.0
2023,17031030601,Race not available,8,3,5,5905000.0
2023,17031030601,White (non-Hispanic),16,2,14,5610000.0
2023,17031030603,Asian,1,0,1,1385000.0
2023,17031030603,Latino/Hispanic,2,0,2,870000.0
2023,17031030603,Other / Joint,1,0,1,1385000.0
2023,17031030603,Race not available,8,2,6,5080000.0
2023,17031030603,White (non-Hispanic),3,0,3,665000.0
2023,17031030604,Asian,15,6,9,1375000.0
2023,17031030604,Black,2,1,1,75000.0
2023,17031030604,Latino/Hispanic,1,1,0,0.0
2023,17031030604,Race not available,9,5,4,640000.0
2023,17031030604,White (non-Hispanic),24,3,19,3255000.0
2023,17031030701,Asian,1,0,1,245000.0
2023,17031030701,Latino/Hispanic,1,1,0,0.0
2023,17031030701,Race not available,2,0,2,4260000.0
2023,17031030701,White (non-Hispanic),13,3,10,2090000.0
2023,17031030702,Asian,7,0,6,1150000.0
2023,17031030702,Black,4,1,3,625000.0
2023,17031030702,Latino/Hispanic,14,2,11,1275000.0
2023,17031030702,Other / Joint,2,1,1,135000.0
2023,17031030702,Race not available,15,4,11,1215000.0
2023,17031030702,White (non-Hispanic),45,5,38,5360000.0
2023,17031030703,Asian,4,1,2,500000.0
2023,17031030703,Black,3,3,0,0.0
2023,17031030703,Latino/Hispanic,2,0,2,340000.0
2023,17031030703,Other / Joint,3,0,3,1285000.0
2023,17031030703,Race not available,8,0,8,9580000.0
2023,17031030703,White (non-Hispanic),30,4,24,6030000.0
2023,17031030706,Asian,1,0,1,185000.0
2023,17031030706,Black,1,0,1,85000.0
2023,17031030706,Latino/Hispanic,2,0,2,420000.0
2023,17031030706,Other / Joint,1,0,1,525000.0
2023,17031030706,Race not available,3,1,2,270000.0
2023,17031030706,White (non-Hispanic),7,1,6,1170000.0
2023,17031030800,Asian,1,0,1,155000.0
2023,17031030800,Black,1,0,1,455000.0
2023,17031030800,Latino/Hispanic,1,0,1,105000.0
2023,17031030800,Race not available,13,2,10,8050000.0
2023,17031030800,White (non-Hispanic),39,4,34,16330000.0
2023,17031030900,Asian,3,0,3,795000.0
2023,17031030900,Black,1,0,1,265000.0
2023,17031030900,Latino/Hispanic,4,2,2,580000.0
2023,17031030900,Other / Joint,1,0,1,395000.0
