start_station_id,start_station_name,trips,member_trips,casual_trips,classic_trips,electric_trips,docked_trips,rtype_other_trips,mean_start_lat,mean_start_lng,coord_n,dist_sum_m,dist_n
1189.0,Public Rack - Neva & Foster,1,1,0,0,1,0,0,41.974710,-87.806037,1,673.3,1
677,Public Rack - Rockwell & 111th St,1,0,1,0,1,0,0,41.691546,-87.685432,1,31.7,1
1093.0,Public Rack - 61st St & Melvina Ave,1,0,1,0,1,0,0,41.780873,-87.776709,1,459.3,1
1017,Public Rack - Foster Ave & Drake Ave,1,1,0,0,1,0,0,41.975563,-87.717352,1,1915.7,1
1138.0,Public Rack - Normandy Ave & Raven St,1,1,0,0,1,0,0,41.993871,-87.792536,1,713.0,1
568,Public Rack - Central Ave & North Ave,1,0,1,0,1,0,0,41.909414,-87.765817,1,2211.8,1
1186.0,Public Rack - Oketo & Talcott,1,1,0,0,1,0,0,41.988596,-87.812525,1,978.4,1
1239.0,Public Rack - S Menard & W 63rd,1,0,1,0,1,0,0,41.777070,-87.766640,1,639.8,1
1099.0,Public Rack - Leland Ave & Melvina Ave,1,0,1,0,1,0,0,41.965833,-87.782240,1,1896.2,1
1243.0,Public Rack - Ford City Mall,1,0,1,0,1,0,0,41.757214,-87.741445,1,332.2,1
998,Public Rack - Marquette Rd & 67th St,1,0,1,0,1,0,0,41.773133,-87.613152,1,951.6,1
865,Public Rack - Kilbourn Ave & Fullerton Ave,1,1,0,0,1,0,0,41.924447,-87.739980,1,515.9,1
477,Public Rack - California Ave & Touhy Ave - midblock,1,1,0,0,1,0,0,42.012207,-87.700474,1,19.2,1
880,Public Rack - Maryland Ave & 87th ST,1,0,1,0,1,0,0,41.736745,-87.603845,1,1508.0,1
708,Public Rack - Lowe Ave & 94th St,1,0,1,0,1,0,0,41.724234,-87.639453,1,915.0,1
1166.0,Public Rack - Minnehaha Ave & Devon Ave,1,1,0,0,1,0,0,41.997456,-87.761912,1,1946.1,1
1042,Public Rack - Laflin St &51st ST,1,0,1,0,1,0,0,41.801354,-87.662076,1,1398.7,1
864,Public Rack - Kedvale Ave & Addison St,1,0,1,0,1,0,0,41.947174,-87.730837,1,102.3,1
1241.0,Public Rack - Harlem and W. 59th,1,0,1,0,1,0,0,41.784950,-87.801100,1,1201.8,1
1193.0,Public Rack - Neola & Northwest Hwy,1,1,0,0,1,0,0,41.990327,-87.795356,1,424.6,1
952,Public Rack - Lake Shore Dr & Hayes Dr,1,1,0,0,1,0,0,41.780581,-87.574562,1,13992.7,1
484,Public Rack - Sacramento Ave & Greenleaf Ave,1,1,0,0,1,0,0,42.009458,-87.704666,1,140.0,1
1139.0,Public Rack - Northwest Hwy & Raven St,1,1,0,0,1,0,0,41.992788,-87.799284,1,319.1,1
1014,Public Rack - Richmond St & Thorndale Ave,1,1,0,0,1,0,0,41.988931,-87.702785,1,7893.0,1
897,Public Rack - Homewood Ave & Monterey Ave,1,1,0,0,1,0,0,41.691691,-87.670161,1,2798.2,1
746,Public Rack - Martin Luther King Dr & 69th St,1,0,1,0,1,0,0,41.769234,-87.615206,1,3985.4,1
476,Public Rack - Francisco Ave & Touhy Ave,1,1,0,0,1,0,0,42.011865,-87.701317,1,640.6,1
1261.0,Public Rack - St Louis & 83rd,1,0,1,0,1,0,0,41.741972,-87.709558,1,3070.7,1
24417,State St & 111th St,1,1,0,1,0,0,0,41.692510,-87.622870,1,3142.2,1
1061,Public Rack - Central Park Ave & Fulton Blvd,1,1,0,0,1,0,0,41.886151,-87.715511,1,3568.1,1
739,Public Rack - 63rd & Western Ave N,1,1,0,0,1,0,0,41.779334,-87.683768,1,21.3,1
678,Public Rack - Albany Ave & 111th St - NW,1,1,0,0,1,0,0,41.691669,-87.698507,1,150.9,1
831,Public Rack - Kolin Ave & Archer Ave,1,0,1,0,1,0,0,41.800514,-87.731802,1,2262.6,1
820,Public Rack - Western Blvd & 53rd St,1,1,0,0,1,0,0,41.796775,-87.683362,1,365.6,1
818,Public Rack - Back of the Yards Park,1,1,0,0,1,0,0,41.804381,-87.657742,1,527.0,1
713,Public Rack - Damen Ave & 84th St,1,1,0,0,1,0,0,41.740435,-87.673246,1,678.4,1
903,Public Rack - Western Ave & 106th St - West,1,1,0,0,1,0,0,41.701379,-87.681826,1,295.6,1
1020,Public Rack - Hamlin Ave & Madison St,1,0,1,0,1,0,0,41.880833,-87.720797,1,1797.4,1
1257.0,Public Rack - S. Kilpatrick and W. 79th,1,0,1,0,1,0,0,41.749300,-87.739580,1,0.0,1
987,Public Rack - Western Ave & 107th St,1,1,0,0,1,0,0,41.698728,-87.681558,1,479.0,1
1158.0,Public Rack - Northwest Hwy & Highland Ave,1,0,1,0,1,0,0,41.995867,-87.805223,1,8928.5,1
1044,Public Rack - Western Blvd & 52nd St,1,1,0,0,1,0,0,41.798974,-87.681909,1,272.6,1
1273.0,Public Rack - Horner & 85th,1,1,0,0,1,0,0,41.739304,-87.669085,1,367.4,1
24396,Manistee Ave & 95th St,1,0,1,1,0,0,0,41.722600,-87.556920,1,864.5,1
706,Public Rack - Winchester Ave & 87th St,1,1,0,0,1,0,0,41.735989,-87.672181,1,230.7,1
710,Public Rack - Lafayette Ave & 87th St - NW,1,1,0,0,1,0,0,41.736354,-87.626741,1,1981.0,1
1039,Public Rack - Kedzie Ave & 61st Pl W,1,1,0,0,1,0,0,41.782010,-87.703400,1,207.1,1
728,Public Rack - Calumet Ave & 71st St,1,1,0,0,1,0,0,41.765537,-87.617305,1,211.9,1
760,Public Rack - Kedzie Ave & 64th St - SW,1,1,0,0,1,0,0,41.777031,-87.703223,1,26.0,1
996,Public Rack - Ashland Ave & 63rd St,1,1,0,0,1,0,0,41.779127,-87.664039,1,2568.8,1
666,Public Rack - Stony Island Ave & 86th St,1,1,0,0,1,0,0,41.738473,-87.585851,1,899.2,1
896,Public Rack - Troy & 111th St,1,1,0,0,1,0,0,41.691373,-87.700281,1,126.9,1
715,Public Rack - Damen Ave & 80th St,1,1,0,0,1,0,0,41.748301,-87.673213,1,656.3,1
740,Public Rack - William Rainey Harper High School,1,1,0,0,1,0,0,41.775267,-87.669156,1,580.1,1
1031,Public Rack - Komensky Ave & 63rd St,1,1,0,0,1,0,0,41.778820,-87.723599,1,195.6,1
795,Public Rack - Menard Ave & Madison St,1,1,0,0,1,0,0,41.880021,-87.770325,1,343.0,1
845,Public Rack - Ashland Ave & 45th St  S,1,1,0,0,1,0,0,41.811169,-87.664740,1,89.3,1
738,Public Rack - 63rd & Western Ave S,1,1,0,0,1,0,0,41.779196,-87.683589,1,1045.9,1
1272.0,Public Rack - Damen & 81st,1,1,0,0,1,0,0,41.746488,-87.673132,1,201.7,1
1045,Public Rack - Hoyne Ave & 51st St,1,1,0,0,1,0,0,41.801001,-87.676773,1,804.2,1
799,Public Rack - Newcastle Ave & Belden Ave,1,1,0,0,1,0,0,41.921017,-87.797388,1,7574.6,1
24419,Wentworth Ave & 107th St,1,0,1,1,0,0,0,41.699890,-87.627850,1,2442.6,1
641,Public Rack - Loomis St & 87th St,1,1,0,0,1,0,0,41.735465,-87.657585,1,345.4,1
910,Public Rack - Wolcott Ave & 56th St,1,1,0,0,1,0,0,41.791198,-87.671949,1,434.5,1
704,Public Rack - Honore St & 87th St - SE,1,1,0,0,1,0,0,41.735485,-87.668889,1,280.0,1
732,Public Rack - James Madison School,1,1,0,0,1,0,0,41.759876,-87.590638,1,653.6,1
884,Public Rack - Bishop St & 81st St,1,1,0,0,1,0,0,41.745827,-87.659849,1,462.7,1
705,Public Rack - Honore St & 87th St,1,1,0,0,1,0,0,41.736093,-87.669404,1,80.0,1
1041,Public Rack - Throop St & 48t ST,1,1,0,0,1,0,0,41.806999,-87.657942,1,291.6,1
915,Public Rack - Laflin St & 51st St,1,1,0,0,1,0,0,41.801354,-87.662076,1,285.9,1
1144.0,Public Rack - Miami Ave & Milwaukee Ave,1,0,1,0,1,0,0,41.991473,-87.782085,1,2703.4,1
1036,Public Rack - Kedzie Ave & 60th St,1,1,0,0,1,0,0,41.785235,-87.703131,1,73.0,1
941,Public Rack - Cornell Ave & 87th Pl,1,1,0,0,1,0,0,41.736881,-87.583146,1,29.5,1
653,Public Rack - Loomis Blvd & 83rd St,1,1,0,0,1,0,0,41.743271,-87.658769,1,298.0,1
962,Public Rack - Pulaski Rd & Polk St,1,1,0,0,1,0,0,41.870364,-87.725256,1,1037.3,1
BIKE FLEET,NEW HASTINGS,1,1,0,0,1,0,0,41.863605,-87.679764,1,2376.4,1
723,Public Rack - May St & 78th St,1,1,0,0,1,0,0,41.752451,-87.652969,1,1011.7,1
939,Public Rack - Vincennes Ave & 91st St,1,1,0,0,1,0,0,41.728122,-87.648524,1,500.6,1
935,Public Rack - Lorel Ave & Grand Ave,1,1,0,0,1,0,0,41.917668,-87.759553,1,3805.3,1
789,Public Rack - Central Ave & Congress Pkwy,1,1,0,0,1,0,0,41.873690,-87.764746,1,145.7,1
687,Public Rack - Mt Greenwood Library - South,1,1,0,0,1,0,0,41.692883,-87.701048,1,1211.6,1
1046,Public Rack - Oakley Ave & 50th Pl,1,1,0,0,1,0,0,41.801930,-87.680903,1,395.1,1
1027,Public Rack - Fairfield Ave & 63rd St,1,1,0,0,1,0,0,41.779260,-87.692703,1,131.6,1
961,Public Rack - Pulaski Rd & Lexington St,1,1,0,0,1,0,0,41.871583,-87.725209,1,135.7,1
796,Public Rack - Waller Ave & Chicago Ave,1,1,0,0,1,0,0,41.894681,-87.768156,1,271.1,1
701,Public Rack - Stony Island & 95th St,1,1,0,0,1,0,0,41.722280,-87.584943,1,1015.7,1
526,Public Rack - Legler Regional Library,1,1,0,0,1,0,0,41.879312,-87.725428,1,547.8,1
1050,Public Rack - Kedzie Ave & 54th Pl,1,1,0,0,1,0,0,41.794639,-87.703767,1,64.9,1
24368,Melvina Ave & Giddings Ave,1,0,1,1,0,0,0,41.966480,-87.782020,1,2529.1,1
960,Public Rack - Pulaski Rd & 5th Ave,1,1,0,0,1,0,0,41.873008,-87.725252,1,65.3,1
967,Public Rack - La Moyne Ave and Leamington Ave,1,1,0,0,1,0,0,41.906866,-87.754447,1,314.4,1
748,Public Rack - Park Manor Elementary School,1,1,0,0,1,0,0,41.766863,-87.611467,1,789.0,1
619,Public Rack - Vincennes Ave & 95th St,1,0,1,0,1,0,0,41.721168,-87.650663,1,894.5,1
1060,Public Rack - Homan Ave & Lake St,1,0,1,0,1,0,0,41.884740,-87.711357,1,1077.9,1
1159.0,Public Rack - Devon Ave & Minnehaha Ave (east),1,1,0,0,1,0,0,41.997434,-87.762816,1,1518.1,1
Hubbard Bike-checking (LBS-WH-TEST),SCOOTERS CLASSIC - 2132 W Hubbard ST,1,1,0,0,1,0,0,41.889967,-87.680156,1,4297.5,1
919,Public Rack - Pullman - Walmart,1,0,1,0,1,0,0,41.696960,-87.598290,1,1605.0,1
922,Public Rack - 10101 S Stony Island Ave,1,0,1,0,1,0,0,41.708380,-87.581455,1,967.8,1
1089.0,Public Rack - Normandy Ave & Archer Ave,1,0,1,0,1,0,0,41.792303,-87.788789,1,3327.5,1
963,Public Rack - Central Park Ave & 16th St,1,1,0,0,1,0,0,41.858938,-87.715727,1,165.0,1
871,Public Rack - Ellis Ave & 132nd Pl,1,0,1,0,1,0,0,41.655139,-87.597597,1,1148.7,1
940,Public Rack - Stony Island & 87th St,1,1,0,0,1,0,0,41.736700,-87.585815,1,222.4,1
843,Public Rack - Ashland Ave & 45th St,1,1,0,0,1,0,0,41.811958,-87.664862,1,88.3,1
842,Public Rack - Ashland Ave & 46th St,1,1,0,0,1,0,0,41.810537,-87.665404,1,328.5,1
756,Public Rack - Albany Ave & 63rd St,1,1,0,0,1,0,0,41.778906,-87.700840,1,85.4,1
681,Public Rack - Western Ave & 111th St - NW,1,1,0,0,1,0,0,41.691970,-87.681659,1,89.6,1
794,Public Rack - Austin Branch Chicago Public Library,1,1,0,0,1,0,0,41.889161,-87.765738,1,167.9,1
1021,Public Rack - Pulaski Rd & Flournoy St,1,1,0,0,1,0,0,41.872425,-87.725345,1,94.3,1
993,Public Rack - Ashland Ave & 83rd St,1,1,0,0,1,0,0,41.742715,-87.663551,1,228.4,1
720,Public Rack - Racine Ave & 76th,1,1,0,0,1,0,0,41.755786,-87.654054,1,381.6,1
774,Public Rack - Christiana Ave & 55th St,1,1,0,0,1,0,0,41.793307,-87.707702,1,323.2,1
